text_form
сёмуж
табак
табан
табач
табун
таган
талан
тамож
танец
таран
таращ
тарел
тверд
тверж
твёрд
театр
телег
тележ
тенёт
тепел
тепер
тереб
терем
тесьм
тесём
тетер
тетёр
тисоч
товар
тогда
толок
толоч
толст
томош
топол
топор
топыр
торап
торач
торец
торок
тороп
тороч
траст
трезв
трень
треск
трест
тризн
тринь
трост
тружд
трутн
тулуп
тумак
туман
турлы
туфел
тыков
тысяц
тысяч
тюлен
тюрем
тюрьм
угрюм
укроп
уксус
улюлю
ушкуй
факел
фальш
фанер
фасол
фасон
фигур
фитил
флейт
фонар
фортк
франт
франч
фронт
фрукт
фуфыр
халат
хандр
хваст
хвост
хибар
хижин
хлажд
хлест
хлыст
хлюст
хляск
хляст
хлёст
хобот
холаж
холащ
холод
холож
холоп
холощ
холст
хомут
хомяк
хомяч
хоран
хораш
хором
хорош
хохат
хохол
хохот
храбр
хребт
хруст
хряск
хряст
худож
хутор
царап
церкв
цинов
цифир
цыган
чабёр
чапыг
чапыж
чебот
чебур
чекан
челяд
чепец
чепеч
чепух
чепуш
черев
черед
черем
черен
череп
черет
череш
черёв
черёд
черём
четыр
чехол
чечет
чечёт
чибис
чилик
чрежд
чубар
чугун
чулан
чулок
чулоч
чумаз
чёбот
шабаш
шалаш
шанеж
шаньг
шарах
шараш
шатёр
шварк
шворн
шевел
шелох
шелуд
шелух
шелуш
шерох
шерст
шершн
шинел
шинок
шквар
шлёнд
шорох
шофер
шофёр
шпион
штамп
шторм
штраф
штрих
штурм
шустр
шёрст
щавел
щебен
щебет
щебён
щегол
щекот
щелач
щелоч
щепет
щёгол
щёкот
щёлок
щёлоч
январ
янтар
ярлык
ярлыч
яхонт
аист
аляп
атак
багр
бадр
байк
балк
балт
банд
банк
бант
бард
барж
барс
башк
башн
баян
бедр
бежд
берц
бинт
бирк
благ
блаж
блат
блев
блей
блес
ближ
близ
блин
блох
блош
блуз
блюд
блюс
блях
бляш
блёв
блёк
бобр
бодр
болт
болч
борз
борт
борщ
ботв
бояр
браг
браж
брак
бран
брас
брат
брег
бред
бреж
брем
брен
брес
брех
бреч
брич
бров
брод
брож
брон
брос
брош
брус
брыж
брыз
брык
брыл
брюк
брюх
брюч
брюш
бряк
бряц
брёх
бубн
бугр
будк
будн
булг
булк
буль
бунт
бурд
бурк
бурт
бурч
бёрд
бёрц
важд
важж
вакс
ванн
вафл
вдов
ведр
веер
вежд
вепр
верб
верв
верг
верж
верз
верт
верх
верч
верш
весл
весн
вест
ветр
ветх
ветш
вешн
визг
визж
винт
винч
вист
вишн
влаг
влад
влаж
влас
влач
влек
влеч
внук
внуч
вобл
вожд
вожж
волг
волк
волн
волч
ворк
ворс
ворч
ворш
воск
вотч
вочс
враг
враж
врат
врач
вращ
вред
вреж
врем
врет
втор
вчер
выдр
выжл
вьюк
вьюч
вясл
вёдр
вёрт
гаеч
гайк
галд
галк
галч
гарк
герб
гипс
глав
глад
глаж
глаз
глас
глат
глаш
глин
глод
глот
глох
глощ
глуб
глум
глуп
глух
глуш
глыб
гляд
гнев
гнед
гнес
гнет
гной
гнус
гнуш
гнёт
гожд
горб
горд
горл
горш
гост
граб
град
грай
гран
греб
грез
грек
грем
грес
грех
грец
греч
греш
гриб
грив
гроб
грож
гроз
гром
грох
грош
груб
груд
груж
груз
груш
грыж
грыз
гряд
гряз
гряс
грёб
грёз
гугн
гумн
гурт
гусл
густ
дабр
далб
далж
двер
двиг
движ
двиз
двор
дебр
дегт
дерг
держ
дерз
десн
дест
добр
дожд
долб
долг
долж
доск
драг
драж
драз
драп
древ
дрем
дрип
дроб
дров
дрог
дрож
дрок
дроф
друг
друж
друз
друч
дрыг
дрых
дрюч
дряб
дряг
дрян
дрях
дрём
дупл
дылд
дышл
дьяк
дьяч
дятл
дёрг
дёрж
егоз
егор
едва
един
елей
елоз
ерес
ерет
ерош
ехид
жабр
жажд
жгут
жезл
желн
желт
желч
жерд
жерл
жест
жмур
жолк
жреб
жужж
журч
жёлт
жёлч
жёрд
залп
замш
заст
зван
звен
звер
звон
звук
звуч
звяк
здат
здес
здеш
зерн
зижд
злак
злат
злач
злащ
знай
зноб
зной
зонт
зубр
зёрн
игол
игор
идол
изюм
изящ
икон
икор
искр
ишак
ишач
кажд
казн
кайм
камк
камч
канв
кант
капч
карл
карм
карп
карт
каур
кашл
каём
квас
кваш
квит
квёл
кедр
кирк
кист
кишк
клад
клаж
клан
клас
клев
клей
клен
клеп
клет
клещ
клик
клин
клиц
клич
клок
клон
клоп
клоч
клуб
клуш
клык
клыч
клюв
клюж
клюк
ключ
клюш
кляп
кляс
клят
кляч
клёв
клён
клёп
клёш
книг
книж
кнут
княг
княж
княз
кобз
ковр
ковш
когт
коеч
козн
койк
колд
конд
копр
копт
копч
корж
корк
корм
корн
корп
корт
корч
косн
кост
котл
кофт
кошм
крад
краж
край
крал
кран
крап
крас
крат
краш
кращ
креп
крес
креш
крещ
крив
крик
крин
крич
кров
крой
крол
кром
кроп
крот
крох
крош
крощ
круг
круж
круп
крут
круч
круш
крыж
крыл
крын
крыс
крюк
крюч
кряж
кудл
кудр
кукл
курт
курч
куст
лавр
ламп
лапт
лапш
ласк
ласт
лент
лест
лист
лихв
лобз
ложк
ложч
локт
лоск
лотк
лохм
лошч
льст
лязг
лямз
малк
малч
марг
марк
март
масл
маст
махр
мачт
мебл
медл
межд
мезг
мезд
мерз
мерк
мерц
мест
мечт
мешк
млад
млек
млеч
мног
множ
можд
можж
мозг
мозж
молв
молк
молн
молч
морг
морд
морж
морщ
мосл
мост
мраз
мрак
мрач
мреж
мудр
мурл
мурч
мусл
мухр
мызг
мымр
мысл
мышл
мямл
мёрз
нагл
наив
нарт
наст
недр
нефт
нрав
нужд
обер
обет
обещ
обид
обиж
обил
обин
обит
обод
обоз
обон
обор
обух
обуш
обык
обыч
обяз
овин
овод
овощ
овёс
огон
огул
огур
один
озер
озёр
оков
окун
олен
олеш
олов
олух
ольх
ольш
омул
опок
орав
орех
ореш
ород
ороч
оруд
оруж
орёл
осен
осин
осок
осот
остр
осьм
осёл
отав
отец
отеч
очаг
очаж
очут
ощут
ощущ
пазд
пакл
палз
папк
парх
парч
парш
патл
пауз
паук
паут
пауч
пахт
пачк
пдав
перв
перл
перс
перх
перц
перч
перш
пест
петл
пещр
писк
плав
плак
плам
план
плат
плах
плач
плаш
плащ
плев
плем
плен
плес
плет
плеч
плеш
плит
плиц
плич
плов
плод
плож
плой
плот
плох
плоч
плош
площ
плуг
плуж
плут
плюс
плюх
плюш
плющ
пляп
пляс
плёв
плёк
плён
плёс
плёт
подл
позд
пока
полб
полз
полк
полн
полч
порт
порх
порч
порш
пост
потч
почв
почи
почк
почт
пояс
прав
прах
прач
праш
пращ
пред
преж
прек
прет
преч
прещ
проб
прок
прос
проч
прош
прощ
пруг
пруд
пруж
прут
прыг
прыж
прыс
прыт
прыщ
пряг
пряд
пряж
прям
прян
пряс
прят
пряч
прёк
пудр
пург
пурж
пуск
пуст
пушк
пчел
пчёл
пшен
пшён
пяст
пятн
ребр
ревн
резв
риск
рифм
рожд
розг
ропт
рохл
ртут
ртуч
русл
рыск
рыхл
рявк
рёбр
сабл
сажд
свай
свар
свеж
свес
свет
свеч
свещ
свин
свир
свит
свищ
свой
свор
свят
свяч
свящ
седм
серд
серж
серн
серп
серч
ситц
ситч
скак
скал
скам
скач
скит
скоб
скок
ском
скоп
скор
скот
скоч
скуд
скул
скуп
слаб
слав
слад
слащ
слег
след
слеж
слез
слеп
слив
слиз
слов
слой
слон
слуг
служ
слух
слуш
слых
слыш
слюд
слюн
сляк
слёз
снащ
снег
снеж
снет
снов
сноп
снох
солн
сонм
сосн
союж
союз
спес
спин
спиц
спич
спор
срам
сред
ссор
стад
стай
стал
стан
стар
стеб
стег
стеж
стез
стел
стен
степ
стер
стиг
стиж
стил
стир
стич
стог
стож
стой
стол
стон
стоп
стор
стра
студ
стуж
стул
ступ
стыд
стыж
стыр
стяг
стяж
стёг
стёж
стёр
сужд
сурк
сурч
сусл
сюда
сёмг
сёмж
тайг
талк
тамг
танк
танц
таск
тасч
таёж
твар
твор
тень
тепл
терз
терн
терп
тесн
тест
тибр
тигр
тинь
тиск
толк
толп
толч
толщ
торг
торж
торк
торф
торц
торч
тоск
тошн
тпру
трав
траг
трал
трат
траф
трах
трач
тращ
треб
треп
трес
трещ
трог
троп
трощ
труб
труд
труж
трун
трус
трут
трух
труш
тряп
тряс
трях
трёп
туда
туес
турк
туск
туфл
тыкв
тырк
тысч
тёпл
тёрн
угол
угор
удар
удод
ужас
ужин
улит
упов
упыр
усен
утюг
утюж
ферт
флаг
флаж
флот
фляг
фляж
форм
фунт
фурч
фырк
фырч
ханж
харк
харч
хвал
хвар
хват
хвой
хвор
хвощ
хитр
хищр
хлад
хлам
хлеб
хлев
хлип
хлоп
хлыщ
хлюп
хляб
хляс
хлёб
хмел
хмур
хмык
хмыл
хнык
хожд
холм
холо
холщ
хохл
хохр
храм
хран
храп
хрен
хрип
хром
хруп
хрущ
хрыч
хряк
хряп
хряч
хрящ
цапл
цвес
цвет
цвеч
цинг
цинк
цирк
цифр
чабр
чавк
чаеч
чайк
част
чван
челн
чепч
черв
черк
черн
черп
черт
черч
чест
чехл
чирк
числ
чист
член
чмок
чрев
чред
чужд
чёлн
чёрк
чёрн
чёрт
шабр
шарк
шарп
шарт
шарф
шаст
шатр
шахт
швыр
шелк
шелч
шерш
шест
шинк
шифр
шкаф
шкод
школ
шкур
шлак
шлей
шлем
шлеп
шлиф
шлюз
шлюп
шлёп
шмел
шмыг
шмяк
шнур
шныр
шорк
шпаг
шпаж
шпар
шпиг
шпик
шпил
шпор
шпул
шпын
шрам
штам
штан
штат
штил
штоп
штор
штук
штуч
штык
шурш
шёлк
щегл
щедр
щелк
щелч
щерб
щёлк
ыскр
этаж
эфир
юбил
юбоч
юдол
юмор
юрод
ябед
ябло
явор
ягод
ядер
язык
языч
якор
ярем
ярус
ярыг
ярыж
ясел
ясен
ячей
ящер
ящик
ящич
ящур
ага
агу
алк
алч
арк
арм
атр
ату
баб
бав
бад
бай
бак
бал
бан
бар
бас
бат
бах
бац
бач
бег
бед
беж
бел
бер
бес
беш
бий
бир
боб
бог
бод
бож
бой
бок
бол
бор
бос
бот
боч
буд
буз
буй
бук
бур
бус
бут
бух
буч
буш
бык
был
быч
бяз
бяк
бяш
ваб
ваг
вад
важ
ваз
вал
ван
вап
вар
ват
ващ
вая
вед
веж
вез
век
вел
вен
вер
вес
вет
вех
веч
веш
вещ
вид
вил
вин
вир
вис
вит
вих
вод
вож
воз
вой
вол
вон
воп
вор
вот
вош
вощ
вый
вык
вым
вып
выс
выт
выч
выш
вяд
вяж
вяз
вяк
вящ
гав
гаг
гад
гаж
газ
гак
гал
гам
ган
гар
гас
гат
гач
гаш
гащ
где
гиб
гик
гил
гир
гля
гна
гни
гно
гов
год
гож
гой
гол
гон
гор
гощ
гре
гря
губ
гуд
гуж
гуз
гук
гул
гус
гущ
дав
даж
дал
дам
дви
дев
дед
деж
дей
дел
ден
дер
дет
див
дик
дир
дит
дич
доб
дой
дол
дом
дон
дор
дох
доч
дош
дощ
дуб
дуг
дуд
дуж
дул
дум
дур
дух
душ
дыб
дым
дын
дыр
дых
дыш
дюж
дяд
дёж
дён
дёр
езд
езж
еле
ерд
ерч
ерш
ещё
ёрз
ёрш
жаб
жад
жал
жар
жев
жел
жен
жеч
жиг
жид
жиж
жил
жим
жин
жир
жит
жог
жом
жор
жох
жук
жул
жур
жут
жух
жуч
жёв
жён
зад
зай
зал
зар
зев
зел
зем
зен
зер
зид
зим
зир
зоб
зов
зод
зой
зол
зор
зре
зуб
зуд
зуж
зуй
зыб
зыв
зык
зыч
зюз
зяб
зят
зёв
зём
игл
игр
изб
икр
инд
иск
ист
июл
июн
кад
каж
каз
как
кал
кам
кан
кап
кар
кас
кат
кач
каш
кащ
ква
кел
кив
кид
кий
кик
кил
кип
кис
кит
кич
киш
кла
клю
ков
кож
коз
кок
кол
ком
кон
коп
кор
кос
кот
коч
кош
кощ
кра
кры
кря
куб
куд
кук
кул
кум
кун
куп
кур
кус
кут
кух
куц
куч
куш
кущ
лав
лаг
лад
лаж
лаз
лай
лак
лам
лан
лап
лар
лас
лат
лащ
лев
лег
лед
леж
лез
лей
лек
лел
лен
леп
лес
лет
леч
леш
лещ
лиз
лик
лил
лин
лип
лис
лих
лиц
лич
лиш
лоб
лов
лог
лод
лож
лоз
лой
лом
лон
лоп
лос
лох
лош
лощ
луб
луг
луд
луж
лук
лун
луп
луч
лущ
лыб
лыг
лыж
лык
лын
лыс
лыч
льв
льг
льд
льз
льн
льщ
люб
люд
люл
лют
ляг
ляж
лям
ляп
ляс
лёг
лёд
лёж
лён
лёт
маз
май
мак
мал
мам
ман
мар
мат
мах
мач
маш
мащ
мгл
мед
меж
мек
мел
мен
мер
мес
мет
мех
меч
меш
мещ
мзд
миг
мил
мин
мир
мис
миш
мле
мов
мог
мож
мой
мок
мол
мор
мот
мох
моч
мош
мощ
мст
муж
мук
мур
мут
мух
муч
муш
мущ
мык
мыс
мыт
мыч
мыш
мяг
мяк
мяс
мят
мяу
мяч
мёд
мёк
мёр
мёт
наг
наж
нар
наш
неб
нег
неж
нем
нес
нет
нив
ниж
низ
ник
ним
нит
ниц
нич
нищ
нов
ног
нож
ноз
нол
нон
нор
нос
ноч
нош
нощ
нуд
нуж
нур
нын
ныр
нюн
нюх
нюш
нян
нёб
общ
овс
огн
одн
одр
окв
опт
орк
орл
орч
осл
осп
ост
отр
отц
отч
охр
ощр
пав
пад
паж
паз
пай
пак
пал
пап
пар
пас
пах
пач
паш
пащ
пег
пеж
пек
пен
пер
пес
пех
печ
пеш
пещ
пик
пил
пин
пир
пис
пит
пих
пич
пиш
пищ
пла
пле
плы
плю
под
пой
пол
пон
пор
пот
пре
пря
пуг
пуд
пуж
пуз
пул
пуп
пут
пух
пуч
пуш
пущ
пыж
пыл
пыр
пыт
пых
пыш
пыщ
пяд
пят
пяч
пёк
пён
пёр
пёс
раб
рав
рад
раж
раз
рай
рак
рам
ран
рас
рат
рач
ращ
реб
рев
ред
реж
рез
рей
рек
рем
реп
рес
рет
рех
реч
реш
риг
риз
рис
риц
роб
ров
рог
род
рож
роз
рой
рок
рон
рос
рот
роч
рош
рощ
руб
руг
руд
руж
рук
рул
рун
рус
рух
руч
руш
рыб
рыг
рыд
рыж
рык
рып
рыс
рыч
рюм
рюх
рюш
ряб
ряд
ряж
ряп
ряс
рях
ряш
рёв
саб
сад
саж
сай
сак
сал
сам
сан
сап
сар
сас
сач
сва
сед
сек
сел
сем
сен
сер
сес
сет
сеч
сещ
сив
сиг
сид
сиж
сиз
сик
сил
син
сип
сир
сис
сит
сия
скл
сла
слы
соб
сов
сой
сок
сол
сом
сон
соп
сор
сос
сот
сох
соч
сош
спе
стл
стр
сты
суд
суе
суж
сук
сул
сум
суп
сут
сух
суч
суш
сущ
сыл
сын
сып
сыр
сыт
сых
сыч
сыщ
сяг
сяд
сяж
сяз
сяк
сёд
сёл
таз
тай
так
тал
там
тап
тас
тат
тач
тащ
тек
тел
тем
тен
тер
тес
тет
тех
теч
теш
тик
тин
тир
тис
тих
тиш
ток
тол
том
тон
топ
тор
точ
тощ
тро
туг
туж
туз
тук
тул
тун
туп
тур
тут
тух
туч
туш
тык
тыл
тын
тыр
тыч
тьм
тюк
тюр
тюч
тяв
тяг
тяж
тяз
тяп
тят
тёз
тёк
тёл
тём
тёп
тёр
тёс
тёт
тёч
тёш
тёщ
угл
угр
узд
урч
уст
усь
утр
фит
фук
фыр
хаб
хаж
хай
хал
хам
хап
хар
хил
хир
хит
хич
хищ
хлы
ход
хож
хоз
хол
хор
хот
хоч
хрю
худ
хуж
хул
цап
цар
цац
цве
цев
цед
цеж
цел
цен
цеп
цех
цок
цоп
цык
цып
цыц
чад
чай
чал
чан
чар
час
чах
чаш
чащ
чек
чел
чес
чет
чеш
чещ
чив
чиж
чик
чин
чир
чит
чих
чищ
чок
чох
чуб
чуд
чуж
чум
чур
чуч
чуш
чёл
чёс
чёт
шав
шаг
шаж
шал
шам
шап
шар
шат
шаш
шев
шед
шей
шеп
шеф
шиб
шик
шин
шип
шир
шиш
шля
шов
шор
шуб
шуг
шуй
шум
шур
шут
шуч
шёп
щад
щаж
щек
щел
щем
щен
щеп
щер
щет
щип
щит
щищ
щов
щук
щун
щуп
щур
щуч
щёл
щён
щёт
щёч
ыгл
ыгр
ызб
ыкр
ынд
ыск
ыюл
ыюн
юбк
юбч
ягн
ядр
язв
яич
яйц
ярм
ясл
ясн
яхт
ад
аз
ай
ак
ал
ау
ах
ач
ба
бв
бд
бж
би
бн
бо
бр
бы
бь
ве
ви
вл
вн
во
вр
вс
вш
вы
вь
вя
гб
ги
гн
да
дв
дл
дм
дн
др
ду
дч
дщ
дё
ед
еж
ел
ем
ер
ес
ех
ёж
ёл
ём
ёр
жа
жв
жг
жд
жж
жи
жм
жн
жр
зв
зд
зи
зл
зм
зр
ив
иг
ид
из
ик
ил
им
ин
ищ
йд
йм
ка
ки
ку
лб
лг
ле
лж
ли
ло
ль
ма
мг
ме
ми
мк
мн
мч
мш
мщ
мы
мя
не
нз
нк
но
ну
ны
ня
об
ов
ок
ол
ор
ос
ох
оч
па
пе
пи
пн
по
пр
пс
пт
пх
пь
пя
ра
рв
рд
ре
рж
ри
рт
ры
рь
се
сл
сн
сп
ст
су
та
тк
тл
тм
то
тр
тх
тч
тщ
ты
тя
уд
уж
уз
ук
ул
ум
ур
ус
ут
ух
уч
уш
ущ
чк
чт
чу
чх
шв
ше
ши
шк
шн
ыд
ым
ыщ
эк
эт
эх
юг
юж
юл
юн
юр
юс
ют
яв
яд
яз
ял
ям
яр
ят
яч
